        

   13650  13650
   10670  10670
   12790  12790
   12140  11420
   10670  10670
   7520   7520
   9390   9390
   8370   7660
   12920  12920
   9190   9190
   11430  11430
   10960  10220
   12520  11780
   8900   8150
   10400  9700
   10110  8610
    15340  15340
    7600   7600
    12160  12160
    10210  8700
