999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	-0.80	-1.00	-0.80	-0.90
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	-0.60	-0.70	-2.20	-0.70
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	-0.80	-2.10	-0.80	-0.80
999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	-1.10	-0.80	-1.10	-0.80
999999	999999	999999	999999	999999	999999	999999	999999	-1.70	-1.70	-1.70	-1.70	999999	999999	999999	999999
999999	999999	999999	999999	999999	999999	999999	999999	-1.00	-1.10	-3.30	-0.80	999999	999999	999999	999999
999999	999999	999999	999999	999999	999999	999999	999999	-1.70	-2.40	-1.70	-1.70	999999	999999	999999	999999
999999	999999	999999	999999	999999	999999	999999	999999	-1.60	-1.40	-1.60	-1.20	999999	999999	999999	999999
999999	999999	999999	999999	-1.10	-1.50	-1.30	-1.90	999999	999999	999999	999999	-0.80	-1.00	-0.80	-1.30
999999	999999	999999	999999	-1.10	-0.70	-3.40	-0.50	999999	999999	999999	999999	-0.60	-0.70	-2.50	-0.70
999999	999999	999999	999999	-1.60	-3.30	-1.40	-1.30	999999	999999	999999	999999	-0.80	-2.10	-0.80	-0.80
999999	999999	999999	999999	-1.70	-1.00	-2.00	-0.70	999999	999999	999999	999999	-1.40	-0.80	1.30	-0.80
-1.00	-0.80	-1.10	-1.30	999999	999999	999999	999999	-1.00	-0.80	-1.10	-1.00	999999	999999	999999	999999
-0.70	-0.60	-2.40	-0.50	999999	999999	999999	999999	-0.70	-0.60	-1.50	-0.50	999999	999999	999999	999999
-1.10	-2.10	-1.20	-1.00	999999	999999	999999	999999	-0.70	-1.40	-0.80	0.30	999999	999999	999999	999999
-0.90	-0.60	-1.40	-0.50	999999	999999	999999	999999	-0.50	-0.60	-0.50	-0.50	999999	999999	999999	999999
